10.304545 -7.806081
10.618365 -8.124653
10.941743 -8.456226
11.274969 -8.801332
11.618342 -9.160521
11.972174 -9.534369
12.336781 -9.923474
12.712491 -10.328458
13.099644 -10.749971
13.498588 -11.188685
13.909681 -11.645304
14.333294 -12.120558
14.769808 -12.615207
15.219616 -13.130044
15.683122 -13.665891
16.160744 -14.223606
16.652912 -14.804083
17.160069 -15.408249
17.682670 -16.037071
18.221188 -16.691557
18.776106 -17.372752
19.347923 -18.081747
19.937155 -18.819678
20.544332 -19.587723
21.170000 -20.387113
21.814723 -21.219127
22.479080 -22.085096
23.163670 -22.986406
23.869108 -23.924499
24.596031 -24.900876
25.345092 -25.917100
26.116965 -26.974797
26.912345 -28.075660
27.731947 -29.221449
28.576511 -30.413999
29.446795 -31.655218
30.343584 -32.947092
31.267683 -34.291688
32.219926 -35.691158
33.201169 -37.147742
34.212295 -38.663770
35.254215 -40.241668
36.327865 -41.883962
37.434213 -43.593279
38.574255 -45.372354
39.749016 -47.224035
40.959554 -49.151285
42.206958 -51.157186
43.492351 -53.244951
44.816890 -55.417918
46.181768 -57.679567
47.588212 -60.033514
49.037489 -62.483528
50.530903 -65.033530
52.069798 -67.687598
53.655559 -70.449981
55.289614 -73.325100
56.973434 -76.317554
58.708533 -79.432132
60.496474 -82.673819
62.338866 -86.047801
64.237367 -89.559479
66.193686 -93.214470
68.209584 -97.018625
70.286875 -100.978030
72.427429 -105.099021
74.633172 -109.388194
76.906091 -113.852410
79.248230 -118.498815
81.661698 -123.334844
84.148667 -128.368234
86.711375 -133.607041
89.352130 -139.059648
92.073307 -144.734779
94.877357 -150.641518
97.766803 -156.789314
100.744245 -163.188008
103.812364 -169.847836
106.973921 -176.779458
110.231762 -183.993964
113.588819 -191.502900
117.048114 -199.318282
120.612759 -207.452615
124.285965 -215.918917
128.071036 -224.730735
131.971379 -233.902170
135.990506 -243.447898
140.132034 -253.383195
144.399689 -263.723959
148.797315 -274.486738
153.328867 -285.688754
157.998427 -297.347933
162.810195 -309.482932
167.768504 -322.113170
172.877815 -335.258857
178.142728 -348.941031
183.567982 -363.181584
189.158459 -378.003305
194.919192 -393.429912
200.855365 -409.486091
